,text,author
748,"With the wind that now drove us on, we were bound for the whirl of the Ström, and nothing could save us ""You perceive that in crossing the Ström channel, we always went a long way up above the whirl, even in the calmest weather, and then had to wait and watch carefully for the slack but now we were driving right upon the pool itself, and in such a hurricane as this 'To be sure,' I thought, 'we shall get there just about the slack there is some little hope in that' but in the next moment I cursed myself for being so great a fool as to dream of hope at all.",EAP
749,"Alas I regret that I am taken from you; and, happy and beloved as I have been, is it not hard to quit you all?",MWS
750,In the most rugged of wildernesses in the most savage of the scenes of pure nature there is apparent the art of a creator; yet this art is apparent to reflection only; in no respect has it the obvious force of a feeling.,EAP
751,"I feel that I know what ought to be done, and as my presence is necessary for the accomplishment of my plans, I will take especial care to preserve my life.",MWS
752,"His own face was in shadow, and he wore a wide brimmed hat which somehow blended perfectly with the out of date cloak he affected; but I was subtly disquieted even before he addressed me.",HPL
753,"""All men hate the wretched; how, then, must I be hated, who am miserable beyond all living things Yet you, my creator, detest and spurn me, thy creature, to whom thou art bound by ties only dissoluble by the annihilation of one of us.",MWS
754,"""This bug is to make my fortune,"" he continued, with a triumphant smile, ""to reinstate me in my family possessions.",EAP
755,"They were mistaken, however, for, at the first meeting, Monsieur Renelle did actually recognize and make claim to his wife.",EAP
756,"But other ingredients mingled with these, and prevented him from becoming the calculating, determined character, which alone forms a successful hero.",MWS
757,"By the by, he came away from Down East in a great hurry.",EAP
758,"NO MORE remarkable man ever lived than my friend, the young Ellison.",EAP
759,"Justine, poor, good Justine, is innocent.""",MWS
760,Immediately upon beholding this amulet we knew that we must possess it; that this treasure alone was our logical pelf from the centuried grave.,HPL
761,"But he was checked; Evadne exacted a promise, that he should conceal from all her friends her existence in England.",MWS
762,This indeed was the plague.,MWS
763,The words of his letter by which he had dissuaded me from this step were those that determined me.,MWS
764,"Not being able to arrive at a conclusion, the practitioners remanded me for farther examination.",EAP
765,"The boat, nevertheless, glides magically into the winding channel; and here the shore opposite the wall is found to resemble that opposite the wall in the straight vista.",EAP
766,"This ironical tone was discord to my bursting, over boiling heart; I was nettled by his insolence, and replied with bitterness; ""There is a spirit, neither angel or devil, damned to limbo merely.""",MWS
767,"All was as of old, nor were the marble walls discoloured, nor the polished bronze statues upon them tarnished.",HPL
768,"At first I took it for a rumbling in my ears such as a man sometimes experiences when getting very drunk but, upon second thought, I considered the sound as more nearly resembling that which proceeds from an empty barrel beaten with a big stick; and, in fact, this I should have concluded it to be, but for the articulation of the syllables and words.",EAP
769,"My eyes, also, gave me great uneasiness.",EAP
770,"Thus circumstanced, we shall find that we float without difficulty and without exertion.",EAP
771,"The edge of the whirl was represented by a broad belt of gleaming spray; but no particle of this slipped into the mouth of the terrific funnel, whose interior, as far as the eye could fathom it, was a smooth, shining, and jet black wall of water, inclined to the horizon at an angle of some forty five degrees, speeding dizzily round and round with a swaying and sweltering motion, and sending forth to the winds an appalling voice, half shriek, half roar, such as not even the mighty cataract of Niagara ever lifts up in its agony to Heaven.",EAP
772,Some few are mountebanks.,EAP
773,"A weekly paper, however, at length took up the theme; the corpse was disinterred, and a re examination instituted; but nothing was elicited beyond what has been already noted.",EAP
774,The apparition was soon explained.,MWS
775,"Forced it open, at length, with a bayonet not with a crowbar.",EAP
776,"The occupant was emitting sounds of veritably inhuman nature, as if racked by some torment beyond description.",HPL
777,"Yet my senses are bewildered, Charmion, with the keenness of their perception of the new.",EAP
778,"The cries were shocking; and as I stood in the brilliant apartment alone and dazed, listening to their vanishing echoes, I trembled at the thought of what might be lurking near me unseen.",HPL
779,"In fine, she revived.",EAP
780,"The latter examined it carefully and deposited it in his pocket book; then, unlocking an escritoire, took thence a letter and gave it to the Prefect.",EAP
781,"Some distance away the lifeless body of Juan Romero lay upon a table, surrounded by a group of men, including the camp doctor.",HPL
782,"""Do not let this letter disturb you; do not answer tomorrow, or the next day, or even until you come, if it will give you pain.",MWS
